cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,postal_code,state_code
20439165,36172.5,53,10,3,F,2,79913,TX
29983338,0.0,20,12,0,F,1,97254,OR
24541434,16462.8,82,0,2,M,4,32284,FL
14995354,9179.5,21,6,2,F,1,92155,CA
14994540,22752.4,46,6,2,M,1,90162,CA
19083246,42700.0,58,8,3,F,2,78738,TX
27265100,35118.0,51,3,0,F,2,90186,CA
25900268,17681.4,55,2,0,M,2,53269,WI
16361328,665.9,25,4,4,F,2,94260,CA
17716452,88450.7,44,11,2,M,1,33128,FL
16350276,0.0,16,8,3,F,1,90061,CA
19086914,0.0,16,8,1,F,1,02149,MA
25890844,1373.7,67,4,0,M,2,55402,MN
25894150,1702.6,91,8,0,M,4,89149,NV
31341410,20417.1,26,5,0,F,1,90025,CA
24537312,35712.0,52,0,4,F,4,43630,OH
23170133,0.0,21,2,0,M,1,92178,CA
19081860,0.0,17,2,1,F,1,77140,TX
20446305,5100.0,23,5,2,F,1,74186,OK
14988666,40244.6,53,3,2,F,1,85008,AZ
16354680,0.0,17,9,3,F,1,97248,OR
27269060,25456.0,35,4,0,M,1,33654,FL
24525936,14409.0,35,3,4,F,3,92513,CA
27250700,53096.0,46,7,4,F,4,10181,NY
19076232,8895.6,67,7,1,M,2,98137,WA
14991482,0.0,17,7,2,M,1,90105,CA
14994353,62022.4,37,4,4,M,4,60648,IL
21815520,47814.0,38,11,3,F,2,33237,FL
14997312,0.0,19,4,2,F,1,10160,NY
24533478,55872.0,62,0,2,F,2,98162,WA
23168467,36641.7,44,5,0,M,1,77036,TX
23178497,5090.0,44,10,0,F,1,85726,AZ
27255680,111356.0,43,5,5,M,2,64132,MO
16361448,1705.2,68,8,3,F,4,10194,NY
14995783,43220.1,60,10,3,F,4,60666,IL
31339593,61952.8,64,4,0,F,1,44114,OH
29982084,30250.0,24,6,0,M,1,60625,IL
13628810,12690.0,56,6,1,M,2,85048,AZ
19080306,0.0,16,8,1,F,1,97254,OR
24542046,30693.6,43,1,2,F,1,10021,NY
14989766,0.0,17,9,2,F,1,63137,MO
17717453,16497.0,51,8,2,M,2,85048,AZ
13629950,45195.0,60,10,3,M,2,19136,PA
25896354,2097.8,88,5,0,F,2,77168,TX
13628200,129196.0,56,6,3,M,3,60625,IL
17718883,28154.1,45,12,2,F,1,75364,TX
27264080,46588.0,51,3,1,F,2,60622,IL
14991053,47719.1,50,10,2,M,1,15273,PA
27253480,0.0,16,3,0,M,1,77036,TX
31337408,0.0,13,2,0,M,1,77058,TX
14998027,95418.4,59,9,2,M,2,23463,VA
21801408,16520.4,66,9,1,M,2,98137,WA
27251680,25770.0,61,3,0,F,2,60666,IL
19075658,42578.2,38,4,1,M,2,10126,NY
13624850,22690.0,26,5,1,F,1,10140,NY
13630850,25681.0,57,7,3,M,2,74186,OK
29978696,0.0,18,10,0,M,1,90750,CA
24537150,0.0,18,1,2,F,1,92817,CA
28632870,3861.9,39,9,3,F,2,33237,FL
29986814,18165.4,34,13,0,F,2,19150,PA
19079900,12545.4,87,7,1,M,4,89149,NV
25900249,7005.9,64,11,0,F,2,53269,WI
24529482,31341.6,35,2,4,F,3,37204,TN
21815152,44335.2,41,4,1,F,1,10021,NY
13633010,39991.0,41,1,1,F,1,85707,AZ
17719169,5765.5,61,8,2,F,2,10101,NY
19088258,23872.8,42,2,1,F,1,10021,NY
28617267,17116.9,42,2,2,F,2,10104,NY
14996355,26104.1,24,3,2,M,2,85028,AZ
13633830,21751.0,65,5,1,M,2,80228,CO
13629300,0.0,18,3,1,M,1,78707,TX
16351908,0.0,17,9,3,M,1,48208,MI
29995702,15771.8,44,14,0,F,1,85726,AZ
16356876,2482.4,32,11,3,M,2,90081,CA
25894663,1801.2,47,4,2,M,2,97254,OR
16355292,3859.2,39,9,5,F,2,77089,TX
28628628,7456.7,57,7,2,F,2,77105,TX
13627180,50980.0,52,2,2,M,2,60665,IL
27254700,33972.0,40,2,0,F,1,07149,NJ
14992153,0.0,17,9,2,M,1,67276,KS
19075168,21604.8,63,3,1,F,1,90159,CA
24530580,0.0,19,2,2,F,1,46232,IN
27262000,25198.0,37,5,0,M,1,02158,MA
28622937,0.0,18,3,1,F,1,19136,PA
19083078,0.0,16,4,1,F,1,10171,NY
28627179,0.0,17,2,1,M,1,94225,CA
29977882,75666.8,59,9,0,F,2,75270,TX
27260940,29782.0,43,5,4,M,2,73179,OK
29982854,17793.6,89,9,0,M,1,53264,WI
17722757,25090.0,53,10,3,M,2,93769,CA
17717232,22895.6,26,3,5,F,4,10178,NY
23164812,7277.5,74,10,0,M,1,20175,DC
24540084,0.0,15,5,2,F,1,90106,CA
24525162,5567.4,84,2,2,M,2,46260,IN
13627140,14458.0,50,10,1,F,2,46256,IN
17713657,39876.2,60,7,2,F,2,98137,WA
14991768,61892.6,46,6,7,M,3,97248,OR
25887443,0.0,19,8,0,M,1,77058,TX
23175862,5980.3,43,5,0,F,2,45219,OH
31343549,48755.4,50,0,1,F,2,94103,CA
13631460,8381.0,45,5,1,F,2,07171,NJ
13632480,7154.0,66,6,1,M,2,43653,OH
16361292,1505.5,42,12,3,F,1,85726,AZ
19087894,2774.8,29,8,1,M,1,94606,CA
28631442,5117.3,64,4,1,F,1,10007,NY
17718103,51615.2,49,6,3,F,2,90003,CA
13630400,38803.0,42,2,3,M,2,10148,NY
13634520,20926.0,71,1,1,M,4,10187,NY
19077660,33783.4,48,8,2,F,2,89194,NV
21812256,54311.4,23,5,1,F,3,92173,CA
19077002,8898.4,19,4,1,F,1,14686,NY
25887424,0.0,18,4,0,M,1,77058,TX
14998412,156501.4,56,6,2,M,3,75346,TX
20449605,4026.0,31,4,2,F,1,60640,IL
14991295,81163.5,45,4,5,M,4,95184,CA
29996274,64946.2,53,9,0,F,1,10105,NY
28631484,0.0,18,3,1,M,1,43688,OH
13625100,10800.0,90,10,1,F,2,46260,IN
21812704,76793.6,43,6,1,F,2,92508,CA
17716231,0.0,10,9,2,M,1,64132,MO
19088916,37587.2,68,2,1,F,2,77292,TX
25900857,15696.3,61,8,1,M,2,60622,IL
20438595,61197.0,41,8,4,M,2,10161,NY
31341387,0.0,13,5,0,F,1,90750,CA
27254820,15068.0,61,3,0,F,2,19160,PA
23172173,8236.0,23,4,0,M,1,60606,IL
17724057,2358.2,14,6,2,F,1,48202,MI
20442225,0.0,22,4,2,M,1,60654,IL
19078024,51465.4,56,6,2,M,2,10079,NY
16354356,0.0,17,9,3,M,1,90105,CA
19083694,0.0,15,7,1,M,1,32228,FL
16350360,8242.5,60,10,3,F,1,10259,NY
24542532,6010.2,22,5,2,F,1,94239,CA
31340674,16118.4,40,0,1,F,4,92705,CA
16352724,17116.9,44,4,4,F,2,10104,NY
24525036,27954.0,59,7,4,M,2,90785,CA
20447790,0.0,20,2,2,M,1,43630,OH
29977596,185064.0,62,12,0,M,2,85206,AZ
16356636,11562.8,33,3,3,M,1,21254,MD
21802384,23337.6,28,10,2,F,2,10153,NY
29985670,25267.0,75,5,0,F,2,46288,IN
29977068,152251.0,58,8,2,M,2,77083,TX
17720391,26239.2,37,4,2,F,1,32232,FL
19088342,17819.2,36,3,1,M,1,33654,FL
16349868,11736.5,38,8,5,F,3,37208,TN
25902605,834.3,71,8,0,F,4,85046,AZ
28624470,1219.7,20,2,1,F,1,60606,IL
14996883,43815.2,60,8,2,M,1,60634,IL
21800592,0.0,13,8,1,F,1,10181,NY
31344630,0.0,17,2,0,F,1,46232,IN
16356108,20072.8,56,6,4,M,2,80243,CO
24538698,35089.2,48,6,2,F,1,10098,NY
31354681,45277.8,64,4,0,F,2,43653,OH
25905873,5609.0,53,6,0,F,1,10105,NY
14988380,32299.3,38,8,5,F,4,94293,CA
21802752,42429.4,50,3,2,F,2,77036,TX
31357901,9768.1,55,5,1,F,2,48202,MI
16354068,9096.2,36,6,6,M,3,21231,MD
19085122,34115.2,34,4,4,F,2,07139,NJ
23173397,13433.2,56,2,0,F,1,63166,MO
13633090,16718.0,24,3,2,F,2,10260,NY
29986242,198545.6,60,10,0,M,4,10145,NY
24530544,56496.6,44,2,2,F,1,90138,CA
16356516,4376.4,45,5,4,M,2,20126,DC
19082672,60771.2,41,1,5,F,2,73179,OK
29984042,96221.4,71,11,0,M,2,90005,CA
14995255,0.0,19,4,2,F,1,60622,IL
20445075,9216.0,27,3,2,F,2,75328,TX
17723186,87009.0,54,11,2,F,2,46240,IN
25892459,2567.8,28,4,1,M,4,53263,WI
14992252,20225.7,20,5,2,M,1,90003,CA
28630035,589.5,55,3,1,F,2,55422,MN
28632807,6199.4,49,5,1,F,1,10105,NY
20446200,0.0,18,7,2,F,1,96822,HI
14989139,9873.6,30,9,3,F,2,10153,NY
14994111,58193.3,42,2,2,F,3,77044,TX
27265060,78582.0,58,10,1,F,4,60666,IL
20447910,36412.5,60,7,3,F,3,64136,MO
20443590,55012.5,41,8,4,M,2,93702,CA
14988952,54849.3,57,7,2,M,2,75270,TX
27267020,0.0,15,9,0,F,1,02149,MA
19079410,0.0,18,3,1,M,1,60654,IL
20437470,14773.5,65,2,2,F,2,10007,NY
16352604,0.0,19,4,3,F,1,10079,NY
23178718,5765.2,70,6,0,F,4,10194,NY
24528420,43435.8,49,7,3,F,2,89194,NV
19082182,6209.0,66,6,1,F,2,10101,NY
20437575,11602.5,58,5,3,F,2,94164,CA
19079494,10956.4,19,4,1,M,1,60625,IL
16360188,1599.6,46,6,5,M,2,02149,MA
31359718,0.0,15,7,0,F,1,92510,CA
29994316,69810.4,40,10,3,M,2,92173,CA
21805040,0.0,17,5,1,M,1,60654,IL
14992681,34144.0,62,2,2,F,2,98162,WA
28615944,6442.0,47,5,6,M,4,90750,CA
13634030,37364.0,53,3,2,F,4,43688,OH
19084954,62260.8,48,7,1,F,1,94187,CA
21801488,30485.0,30,3,1,M,1,10210,NY
24530130,78447.6,44,2,7,F,2,64132,MO
19080838,63649.6,58,8,1,F,2,46249,IN
20442795,39757.5,55,2,3,F,2,07117,NJ
13633460,35237.0,56,6,2,M,2,85734,AZ
24535926,36331.2,43,1,2,F,1,32232,FL
16355172,8337.8,56,6,4,F,2,90003,CA
25903612,6889.2,50,7,2,F,2,02149,MA
25895803,8827.6,57,4,1,M,2,77095,TX
20443815,29980.5,50,7,4,F,3,67276,KS
13631990,0.0,17,2,1,M,1,94225,CA
13630440,15895.0,47,7,2,F,2,20126,DC
25899698,7727.5,35,2,2,M,3,60651,IL
14988479,33741.4,66,6,2,F,2,98137,WA
17718246,22314.5,34,9,4,M,2,77089,TX
16350072,15978.3,55,5,4,M,2,94164,CA
20441310,18237.0,40,7,5,F,4,92804,CA
19086018,25828.6,40,10,1,M,2,45219,OH
14993825,13816.0,48,8,3,M,2,10171,NY
23172581,737.7,84,10,0,M,2,55174,MN
13633940,12722.0,50,10,1,F,1,90045,CA
24536988,47048.4,67,5,2,F,2,64115,MO
20437920,9927.0,44,11,2,F,1,40205,KY
31340306,80033.1,69,9,0,M,1,92505,CA
29977310,37305.4,39,9,0,F,2,37229,TN
19081286,0.0,17,2,1,M,1,92178,CA
31339938,84147.8,51,1,0,F,1,85008,AZ
16353048,2553.2,38,8,6,F,4,92804,CA
19075574,31306.8,64,4,1,M,2,60639,IL
24527808,31651.2,66,4,2,M,4,77158,TX
29981182,68228.6,36,6,0,M,1,28208,NC
31344952,159693.6,58,8,2,F,2,94174,CA
14996740,0.0,15,7,2,M,1,90106,CA
14990910,0.0,19,4,2,F,1,46232,IN
19076106,24361.4,19,4,1,M,1,19152,PA
23177290,4757.0,28,3,0,M,1,10083,NY
24530706,14866.2,31,8,4,M,4,80982,CO
25901351,1463.2,30,6,1,M,2,40214,KY
27269300,21032.0,41,3,1,M,4,92510,CA
24530418,22473.0,26,3,4,M,4,30359,GA
21808752,38716.6,43,6,5,M,2,73179,OK
20441655,32619.0,35,2,5,F,4,90054,CA
28625646,12337.3,51,1,3,F,2,23541,VA
28623042,8567.0,67,7,1,F,2,10146,NY
25901370,1128.6,33,5,1,F,2,40214,KY
13626400,3726.0,72,2,1,F,2,85724,AZ
13632440,20218.0,35,5,3,F,2,37232,TN
28628565,5217.0,62,2,1,M,2,14252,NY
17721613,10449.4,76,3,2,F,2,90046,CA
24533604,59508.0,43,1,2,M,1,90015,CA
20441775,65373.0,47,4,7,F,2,64132,MO
23175233,43938.4,57,3,2,F,2,90174,CA
21799936,0.0,13,5,1,M,1,77058,TX
27256780,86630.0,33,5,3,M,3,21231,MD
16351092,5656.6,67,7,3,F,1,44114,OH
19084226,15440.6,47,5,1,M,1,87129,NM
27264120,84062.0,32,4,0,F,1,93728,CA
25894739,2411.1,60,7,0,M,2,85048,AZ
25904695,5050.8,28,4,2,F,2,90013,CA
25903631,1447.2,48,5,2,M,2,02149,MA
14996597,13541.0,42,2,2,F,1,92811,CA
16358676,5117.3,36,6,6,F,2,07139,NJ
24537924,38962.8,51,6,2,F,1,92126,CA
29987914,7480.0,23,8,0,F,1,74186,OK
14992582,3143.8,85,5,2,M,4,92505,CA
31350725,28888.0,46,6,1,M,2,10171,NY
28613088,1389.8,40,10,1,F,1,40205,KY
25903574,6695.0,60,7,1,M,2,85734,AZ
25900306,4063.0,63,9,1,F,2,92817,CA
31337431,0.0,14,6,0,M,1,77058,TX
20438145,115983.0,41,8,4,M,2,10152,NY
29995944,46037.2,75,5,0,M,4,10187,NY
28617288,6733.6,49,9,2,M,2,10104,NY
31341709,101862.4,34,4,1,F,2,90065,CA
17715659,15529.8,56,3,2,F,4,38132,TN
28613109,9204.1,44,4,1,F,1,40504,KY
24533316,5144.4,85,3,2,M,4,92505,CA
21802224,0.0,14,9,1,F,1,92705,CA
20438820,9531.0,71,8,2,M,2,98137,WA
13629380,0.0,17,2,1,M,1,77095,TX
25890236,640.5,24,6,0,F,1,14686,NY
25887462,1871.3,65,2,0,F,2,10007,NY
21809808,78423.8,38,4,4,M,2,90048,CA
21806096,32994.0,55,8,1,M,2,85048,AZ
28613130,8242.5,58,8,1,F,1,10259,NY
31348540,18862.3,18,3,0,M,1,60664,IL
13633700,6700.0,24,3,1,M,1,10083,NY
24526422,31321.8,20,3,2,M,1,19152,PA
25904125,2090.8,77,4,0,F,2,53244,WI
17722042,15862.6,75,12,2,M,2,38177,TN
24532254,53226.0,51,3,2,F,1,75256,TX
20442345,65071.5,53,10,2,M,1,15273,PA
29991126,82363.6,67,7,0,M,2,10079,NY
31351116,15660.7,60,0,0,F,1,85205,AZ
24542082,54477.0,36,4,2,F,1,94608,CA
19078962,22635.2,50,10,1,M,1,79917,TX
13627220,44196.0,31,1,2,F,2,10259,NY
27254740,87420.0,31,3,2,F,3,10051,NY
24537474,55780.2,47,5,2,F,1,10262,NY
19083120,0.0,14,6,1,F,1,96822,HI
24539184,73915.2,57,5,3,F,2,93769,CA
21813152,174018.0,58,11,1,F,2,46240,IN
14997697,91702.6,48,8,2,F,1,10236,NY
31347459,45592.9,55,5,1,M,2,97237,OR
28628523,2786.5,51,1,2,M,2,07303,NJ
17716088,35449.7,64,6,2,M,2,37228,TN
13630970,21663.0,55,5,2,F,2,96849,HI
13627910,7914.0,82,2,1,F,2,10088,NY
27264000,42030.0,18,5,0,M,1,94225,CA
24539598,98521.2,52,0,2,M,2,90135,CA
16361124,17506.9,49,9,3,F,1,10236,NY
27257880,119084.0,57,9,0,M,1,10185,NY
25889647,1331.0,82,9,0,F,3,76164,TX
16355376,6061.4,62,12,4,M,4,92178,CA
21807888,53825.2,30,3,2,F,3,48206,MI
28632891,6303.2,31,1,3,M,2,33237,FL
16352112,1518.3,65,5,3,M,2,55402,MN
17720040,0.0,9,8,2,F,1,96822,HI
31342468,84550.3,55,5,1,M,2,10079,NY
23168909,6730.8,47,3,2,M,2,97254,OR
31347850,27450.5,60,0,0,F,2,40564,KY
31342491,0.0,16,1,0,F,1,10079,NY
25897494,9392.6,49,6,4,M,2,32235,FL
13630890,30500.0,58,8,3,F,2,78738,TX
21805360,23657.4,28,10,1,M,1,35236,AL
14990338,13180.2,35,5,2,F,1,38177,TN
28631400,10344.2,50,10,1,F,2,10208,NY
14993869,27968.6,48,8,3,F,2,96822,HI
16360104,6867.0,56,6,4,F,4,77061,TX
14990723,32032.0,38,8,4,M,3,90027,CA
31354704,16454.2,65,5,0,M,2,43653,OH
14991152,62256.7,33,3,4,F,2,48212,MI
27250620,89484.0,31,3,2,F,2,60623,IL
31342445,40825.0,56,6,1,F,2,10079,NY
16360920,5988.8,34,4,5,M,3,85022,AZ
23176661,11974.2,24,5,0,F,1,55113,MN
21813072,47257.6,68,11,1,F,4,85049,AZ
27268280,51738.0,54,6,1,F,4,45275,OH
16353252,5112.2,35,5,5,F,2,60601,IL
19084674,36556.8,37,7,1,M,2,37215,TN
14991966,40342.5,38,8,4,M,2,93702,CA
28618737,3761.5,33,3,4,F,2,98165,WA
28627158,12621.8,57,7,3,M,2,94225,CA
23173210,11529.0,38,4,2,M,4,40213,KY
25890825,2015.5,68,5,0,F,2,55402,MN
21802464,0.0,13,8,1,F,1,78473,TX
14991867,0.0,19,4,2,M,1,10126,NY
21807280,40939.6,30,3,4,M,2,95137,CA
16352928,759.8,92,12,3,F,2,53206,WI
23167464,2242.2,85,1,0,M,2,10088,NY
23177681,0.0,21,2,0,F,1,10160,NY
14997026,68457.4,32,2,5,F,2,10236,NY
14989238,50191.9,46,6,4,F,3,48208,MI
16351704,1450.9,57,5,5,F,3,14686,NY
17723407,0.0,10,9,2,F,1,90106,CA
28629951,6521.3,56,6,3,M,2,55113,MN
20449035,66460.5,58,5,3,M,2,77105,TX
14988050,0.0,17,2,2,M,1,10138,NY
19085402,23210.6,36,6,3,M,2,37232,TN
20451420,12451.5,87,4,2,M,1,46214,IN
21809200,32656.0,46,9,2,M,2,10171,NY
29995988,17864.0,70,10,0,F,4,10194,NY
31352887,30159.9,19,4,0,F,1,60607,IL
17719104,45652.1,53,10,3,F,2,80243,CO
23169147,0.0,20,8,0,F,1,97248,OR
21815888,78176.8,69,8,1,M,2,77292,TX
23177698,9032.6,54,10,0,F,1,90045,CA
17723979,28276.3,60,7,2,M,2,80228,CO
28625814,4125.4,40,7,3,M,2,92821,CA
29979510,60797.0,45,5,2,F,4,63137,MO
19086424,25401.6,29,6,1,F,1,40261,KY
17724486,55291.6,35,12,4,M,2,80268,CO
31337753,5789.1,83,3,0,M,1,10170,NY
25900287,5253.3,63,10,1,M,2,92817,CA
21813232,32006.0,40,3,1,F,1,92811,CA
25901446,2318.4,84,11,0,M,2,38177,TN
29985912,51372.2,56,6,2,F,2,19136,PA
17715945,3599.7,14,6,2,F,1,94103,CA
23169929,32987.3,57,3,1,M,2,77095,TX
31357188,28193.4,39,9,3,F,2,94180,CA
31356498,174547.0,40,0,0,M,3,90173,CA
19078556,17021.2,36,6,4,F,4,92804,CA
28624344,0.0,14,6,1,F,1,14622,NY
24527196,62634.6,71,9,2,M,1,92505,CA
29983756,27387.8,37,6,2,M,2,60634,IL
21811360,51716.6,70,3,1,M,4,70112,LA
13631130,30163.0,39,2,4,M,2,90048,CA
13629260,6479.0,66,6,1,F,2,45246,OH
23174417,5707.0,85,1,0,F,2,90046,CA
19081650,50862.0,47,7,2,M,2,68180,NB
31346424,129411.8,44,4,5,M,3,97248,OR
14996025,19550.3,39,9,5,F,2,64105,MO
28615881,4126.3,67,6,1,M,2,10014,NY
16353216,0.0,19,4,3,M,1,60606,IL
19083162,31752.0,65,5,1,M,1,33249,FL
24531480,0.0,17,7,2,F,1,90105,CA
16353780,0.0,20,5,3,M,1,60654,IL
25905284,1160.0,31,7,1,F,2,38140,TN
28614495,6140.6,59,6,3,F,2,77083,TX
16352400,1301.0,78,8,3,F,4,92517,CA
13629420,17165.0,39,7,3,M,2,77089,TX
27251720,48952.0,46,8,0,F,1,23570,VA
29993216,40625.2,36,6,2,M,3,74194,OK
24539796,120474.0,60,8,2,F,2,46240,IN
13626850,34080.0,50,3,1,F,1,77287,TX
17724915,48712.3,51,8,3,F,2,21207,MD
21803200,16107.0,75,8,1,F,4,92517,CA
14990767,19703.2,34,4,5,F,2,98165,WA
23174621,26987.1,65,1,0,M,2,44127,OH
25894720,0.0,18,7,0,M,1,97254,OR
24527970,0.0,16,6,2,F,1,90750,CA
31353991,36165.2,41,1,0,F,1,92176,CA
29995658,9204.8,32,11,1,F,2,78468,TX
21805200,26608.4,18,6,1,F,1,94174,CA
19084548,141647.8,51,1,1,F,2,90128,CA
29978080,8197.2,76,6,0,F,2,85724,AZ
14987522,17083.0,59,9,4,M,2,90785,CA
25887519,12415.9,63,10,2,F,2,90785,CA
23179330,0.0,20,8,0,F,1,96802,HI
28618716,3919.2,40,10,4,M,2,98165,WA
20450850,19459.5,55,2,4,M,2,10160,NY
24538536,0.0,18,1,2,F,1,90174,CA
17718597,97657.3,54,11,2,F,4,60663,IL
16355088,1008.8,77,7,3,M,2,21214,MD
20439960,46014.0,51,6,7,M,4,90750,CA
25894701,0.0,20,9,0,F,1,97254,OR
21803568,106334.8,39,11,2,M,2,10259,NY
28614453,2462.2,31,1,1,M,1,10210,NY
13631950,0.0,18,3,1,M,1,64136,MO
20448255,23586.0,46,3,2,F,1,92176,CA
29979752,80874.2,60,10,1,M,2,10079,NY
24538086,26926.2,23,0,2,M,1,14669,NY
29978168,7416.2,24,9,0,F,1,14686,NY
25890806,0.0,21,3,0,M,1,77036,TX
24534252,27718.2,62,0,2,M,2,10101,NY
21800672,114140.0,36,9,3,F,2,10152,NY
31342744,73749.5,48,8,1,M,2,10104,NY
28630077,17710.4,44,4,5,F,4,90106,CA
29982568,0.0,22,7,0,M,1,02171,MA
25896373,954.2,89,6,0,M,2,77168,TX
13625670,30664.0,57,7,2,F,2,90112,CA
25902529,6622.4,45,2,2,M,4,76160,TX
17717024,0.0,11,10,2,F,1,95184,CA
13627420,18785.0,29,8,1,M,1,55411,MN
28622832,5152.1,41,1,1,F,1,85036,AZ
25889153,1671.8,32,8,0,F,2,73169,OK
13629500,11935.0,61,1,1,F,2,40564,KY
23170762,29571.5,35,1,3,M,3,02172,MA
16349988,7807.8,68,8,3,M,2,10007,NY
29979796,112156.0,56,6,1,M,2,60665,IL
16358472,8826.5,35,5,3,F,1,93728,CA
27260040,81590.0,66,8,0,F,2,10146,NY
16353132,2838.2,26,5,4,M,4,53263,WI
20451075,39874.5,28,4,4,F,2,90013,CA
16360512,5015.4,78,8,3,M,2,53244,WI
17712864,8603.4,35,12,2,F,1,40205,KY
16359048,2796.6,22,7,3,F,1,60666,IL
19082756,13633.2,57,7,2,F,2,53277,WI
23171170,3141.0,23,4,0,M,1,80243,CO
29988200,27717.8,42,8,0,M,1,02158,MA
20444385,116590.5,62,9,3,F,2,28223,NC
13625910,26936.0,65,5,1,F,1,44114,OH
25893029,1503.7,86,3,0,F,2,10088,NY
14995882,54594.1,56,6,3,F,2,07303,NJ
14991438,66266.2,43,3,6,F,2,90105,CA
29985428,27359.2,34,13,0,M,1,90140,CA
13629910,21657.0,50,10,1,F,1,75364,TX
28625793,2692.8,67,7,1,F,1,74168,OK
28627053,6507.7,46,6,1,F,1,10262,NY
23163996,4511.3,71,7,0,M,2,98137,WA
28617309,0.0,14,6,1,M,1,10104,NY
23163367,16390.4,32,7,0,F,1,28243,NC
13627340,33010.0,56,6,1,F,2,63169,MO
23175046,4109.5,40,6,2,F,2,78784,TX
23176865,38846.2,60,6,1,F,2,85734,AZ
19083526,12595.8,24,3,3,M,2,78734,TX
31346401,181831.1,57,6,0,M,3,38132,TN
28627116,7455.4,43,3,1,F,1,90175,CA
20445525,12393.0,65,2,2,M,2,53217,WI
20448240,19861.5,23,5,2,F,1,10229,NY
28628607,17678.6,38,8,1,M,1,75286,TX
23170541,12241.8,65,1,0,F,1,19155,PA
31353232,45632.0,50,0,2,F,4,43630,OH
13632890,19300.0,58,8,2,M,2,93769,CA
31339547,70550.2,64,4,0,F,2,98137,WA
19084100,0.0,15,7,1,F,1,94150,CA
29995130,0.0,21,6,0,F,1,45275,OH
28629867,2585.1,41,1,1,F,1,92811,CA
27249600,101780.0,33,5,2,M,2,10209,NY
19076470,23739.8,35,5,1,F,2,37229,TN
27269340,59042.0,48,6,0,F,1,10105,NY
21811888,43105.4,35,8,3,M,2,37232,TN
21806832,41067.0,63,6,1,M,2,45246,OH
21807648,85956.0,41,4,1,M,1,90015,CA
25901921,1393.6,33,9,1,M,2,90166,CA
21812336,19414.2,41,4,1,F,1,76183,TX
23172989,27502.6,53,8,5,M,4,32228,FL
29993744,12698.4,23,8,0,M,1,77086,TX
19077982,43815.8,41,1,1,M,2,46256,IN
17722978,20248.8,42,9,2,F,1,94299,CA
24530868,0.0,17,0,2,F,1,94174,CA
24533064,51955.2,61,9,3,M,4,92178,CA
23162993,31118.6,48,4,0,F,1,40504,KY
17714944,31064.8,30,7,3,M,2,97203,OR
31342123,89509.1,51,1,0,F,2,90091,CA
13630930,1039.0,80,10,1,M,2,55174,MN
27250580,87658.0,43,5,0,F,1,40504,KY
28622916,4903.7,52,2,3,F,2,19136,PA
31349575,0.0,14,6,0,F,1,46261,IN
28621614,2325.5,53,3,2,F,2,97237,OR
19075126,4330.2,83,3,1,M,2,46260,IN
24535476,65635.2,34,2,2,M,1,76017,TX
16358964,4134.1,67,7,3,F,2,43653,OH
27258980,0.0,16,3,0,M,1,92178,CA
31348195,65324.6,74,4,0,M,2,53268,WI
27253800,48262.0,47,9,1,F,2,89194,NV
20444055,69691.5,57,4,3,M,2,77095,TX
20451195,13719.0,85,2,2,M,4,32284,FL
29980324,41327.0,33,12,0,M,1,55411,MN
31358246,56046.4,63,3,0,F,1,10007,NY
13632110,44472.0,48,7,1,F,1,94187,CA
25906405,3731.4,41,5,3,F,3,94174,CA
31350357,56911.2,30,0,0,F,1,94266,CA
21806992,120798.6,52,5,2,M,2,77095,TX
23165424,11586.5,55,1,1,F,2,77036,TX
17720248,15693.6,63,10,2,M,2,10084,NY
21806912,47806.2,18,6,1,M,1,90003,CA
13625790,17401.0,19,4,1,M,1,19152,PA
14988424,14173.5,63,3,2,F,2,60666,IL
16359984,12225.6,58,6,5,F,2,55113,MN
27259100,31492.0,30,2,3,M,2,95137,CA
23169504,20635.4,40,6,3,M,2,10086,NY
19080348,61699.4,40,10,4,F,2,60632,IL
23164013,21778.5,69,5,0,F,2,98137,WA
31352174,30215.1,72,2,0,F,2,78754,TX
24525522,78892.2,45,3,2,F,1,40504,KY
21814416,25997.4,44,7,1,M,2,10208,NY
19082350,0.0,15,7,1,F,1,46261,IN
24536862,19852.2,48,4,2,M,1,87129,NM
21808096,11351.6,61,4,1,F,2,78277,TX
20451885,17916.0,45,2,3,M,2,97203,OR
20446995,19234.5,71,8,2,F,1,74168,OK
21806464,49116.6,69,12,1,M,3,46227,IN
17725123,39019.5,26,3,4,M,2,33237,FL
25896392,3250.9,73,10,0,F,1,75204,TX
14997411,10998.9,46,6,2,M,2,10208,NY
31353255,16911.9,19,4,0,M,1,43630,OH
27249680,20106.0,42,4,0,F,1,80275,CO
13629990,29403.0,37,7,3,M,4,90176,CA
16357452,0.0,17,9,3,M,1,32228,FL
21805728,156629.2,41,4,5,F,2,90105,CA
14995926,22977.9,25,4,2,F,3,92173,CA
21806016,39361.4,63,6,1,M,2,35233,AL
21814048,82503.2,35,8,4,M,2,92173,CA
31339202,61554.9,31,1,2,F,2,10161,NY
24541596,76557.6,41,9,4,M,2,80268,CO
16358388,0.0,19,4,3,M,1,94225,CA
25888032,1257.4,44,11,0,F,1,40205,KY
13632030,82612.0,57,7,2,M,2,60622,IL
20438610,40144.5,36,3,4,F,2,10161,NY
14996168,45170.4,57,7,3,F,2,93769,CA
23163605,19519.3,54,10,0,F,1,90794,CA
29996802,0.0,19,11,0,M,1,96802,HI
